Facility Location Problem Instance
Number of facilities: 60
Number of customers: 130
Grid size: 150x150
Facilities coordinates (x, y):
Facility 1 to Customer 39: 46.65
Facility 1 to Customer 40: 130.83
Facility 1 to Customer 41: 114.16
Facility 1 to Customer 42: 48.84
Facility 1 to Customer 43: 71.06
Facility 1 to Customer 44: 121.17
Facility 1 to Customer 45: 137.62
Facility 1 to Customer 46: 116.21
Facility 1 to Customer 47: 51.04
Facility 1 to Customer 48: 94.19
Facility 1 to Customer 49: 52.09
Facility 1 to Customer 50: 131.52
Facility 1 to Customer 51: 145.36
Facility 1 to Customer 52: 41.05
Facility 1 to Customer 53: 74.81
Facility 1 to Customer 54: 36.12
Facility 1 to Customer 55: 128.06
Facility 1 to Customer 56: 33.53
Facility 1 to Customer 57: 103.77
Facility 1 to Customer 58: 84.17
Facility 1 to Customer 59: 95.21
Facility 1 to Customer 60: 86.35
Facility 1 to Customer 61: 125.25
Facility 1 to Customer 62: 145.88
Facility 1 to Customer 63: 132.23
Facility 1 to Customer 64: 51.09
Facility 1 to Customer 65: 74.06
Facility 1 to Customer 66: 47.10
Facility 1 to Customer 67: 101.18
Facility 1 to Customer 68: 160.55
Facility 1 to Customer 69: 30.81
Facility 1 to Customer 70: 74.95
Facility 1 to Customer 71: 114.59
Facility 1 to Customer 72: 150.23
Facility 1 to Customer 73: 138.32
Facility 1 to Customer 74: 8.25
Facility 1 to Customer 75: 55.04
Facility 1 to Customer 76: 4.12
Facility 1 to Customer 77: 159.71
Facility 1 to Customer 78: 12.73
Facility 1 to Customer 79: 78.34
Facility 1 to Customer 80: 39.32
Facility 1 to Customer 81: 60.17
Facility 1 to Customer 82: 64.14
Facility 1 to Customer 83: 67.27
Facility 1 to Customer 84: 97.51
Facility 1 to Customer 85: 94.34
Facility 1 to Customer 86: 114.24
Facility 1 to Customer 87: 73.01
Facility 1 to Customer 88: 122.43
Facility 1 to Customer 89: 24.84
Facility 1 to Customer 90: 45.22
Facility 1 to Customer 91: 31.95
Facility 1 to Customer 92: 81.22
Facility 1 to Customer 93: 154.00
Facility 1 to Customer 94: 115.45
Facility 1 to Customer 95: 41.63
Facility 1 to Customer 96: 91.44
Facility 1 to Customer 97: 55.71
Facility 1 to Customer 98: 12.37
Facility 1 to Customer 99: 111.80
Facility 1 to Customer 100: 114.04
Facility 1 to Customer 101: 147.65
Facility 1 to Customer 102: 85.84
Facility 1 to Customer 103: 144.59
Facility 1 to Customer 104: 48.47
Facility 1 to Customer 105: 131.55
Facility 1 to Customer 106: 44.92
Facility 1 to Customer 107: 43.42
Facility 1 to Customer 108: 77.41
Facility 1 to Customer 109: 82.61
Facility 1 to Customer 110: 113.53
Facility 1 to Customer 111: 45.01
Facility 1 to Customer 112: 96.61
Facility 1 to Customer 113: 128.10
Facility 1 to Customer 114: 119.04
Facility 1 to Customer 115: 94.09
Facility 1 to Customer 116: 37.12
Facility 1 to Customer 117: 64.50
Facility 1 to Customer 118: 85.07
Facility 1 to Customer 119: 92.05
Facility 1 to Customer 120: 120.21
Facility 1 to Customer 121: 81.06
Facility 1 to Customer 122: 126.19
Facility 1 to Customer 123: 103.25
Facility 1 to Customer 124: 145.99
Facility 1 to Customer 125: 70.09
Facility 1 to Customer 126: 164.14
Facility 1 to Customer 127: 47.01
Facility 1 to Customer 128: 90.47
Facility 1 to Customer 129: 78.23
Facility 2 to Customer 0: 44.78
Facility 2 to Customer 1: 29.83
Facility 2 to Customer 2: 73.93
Facility 2 to Customer 3: 21.38
Facility 2 to Customer 4: 26.17
Facility 2 to Customer 5: 21.63
Facility 2 to Customer 6: 16.16
Facility 2 to Customer 7: 33.24
Facility 2 to Customer 8: 156.08
Facility 2 to Customer 9: 26.63
Facility 2 to Customer 10: 110.57
Facility 2 to Customer 11: 109.29
Facility 2 to Customer 12: 102.65
Facility 2 to Customer 13: 110.82
Facility 2 to Customer 14: 41.11
Facility 2 to Customer 15: 118.30
Facility 2 to Customer 16: 88.46
Facility 2 to Customer 17: 65.55
Facility 2 to Customer 18: 120.17
Facility 2 to Customer 19: 56.36
Facility 2 to Customer 20: 31.30
Facility 2 to Customer 21: 19.21
Facility 2 to Customer 22: 107.94
Facility 2 to Customer 23: 132.64
Facility 2 to Customer 24: 69.07
Facility 2 to Customer 25: 63.39
Facility 2 to Customer 26: 74.67
Facility 2 to Customer 27: 48.30
Facility 2 to Customer 28: 31.24
Facility 2 to Customer 29: 10.00
Facility 2 to Customer 30: 73.25
Facility 2 to Customer 31: 32.65
Facility 2 to Customer 32: 113.53
Facility 2 to Customer 33: 42.38
Facility 2 to Customer 34: 116.76
Facility 2 to Customer 35: 22.09
Facility 2 to Customer 36: 88.57
Facility 2 to Customer 37: 108.75
Facility 2 to Customer 38: 121.10
Facility 2 to Customer 39: 116.21
Facility 2 to Customer 40: 123.97
Facility 2 to Customer 41: 25.08
Facility 2 to Customer 42: 133.00
Facility 2 to Customer 43: 156.73
Facility 2 to Customer 44: 66.00
Facility 2 to Customer 45: 84.72
Facility 2 to Customer 46: 62.13
Facility 2 to Customer 47: 87.69
Facility 2 to Customer 48: 43.05
Facility 2 to Customer 49: 72.47
Facility 2 to Customer 50: 87.05
Facility 2 to Customer 51: 98.86
Facility 2 to Customer 52: 134.83
Facility 2 to Customer 53: 58.94
Facility 2 to Customer 54: 104.62
Facility 2 to Customer 55: 112.15
Facility 2 to Customer 56: 86.59
Facility 2 to Customer 57: 82.57
Facility 2 to Customer 58: 36.06
Facility 2 to Customer 59: 123.55
Facility 2 to Customer 60: 41.23
Facility 2 to Customer 61: 11.18
Facility 2 to Customer 62: 75.89
Facility 2 to Customer 63: 98.02
Facility 2 to Customer 64: 114.76
Facility 2 to Customer 65: 56.09
Facility 2 to Customer 66: 120.07
Facility 2 to Customer 67: 115.04
Facility 2 to Customer 68: 105.77
Facility 2 to Customer 69: 112.87
Facility 2 to Customer 70: 52.61
Facility 2 to Customer 71: 114.84
Facility 2 to Customer 72: 108.78
Facility 2 to Customer 73: 71.06
Facility 2 to Customer 74: 111.83
Facility 2 to Customer 75: 142.80
Facility 2 to Customer 76: 116.48
Facility 2 to Customer 77: 108.91
Facility 2 to Customer 78: 109.24
Facility 2 to Customer 79: 41.76
Facility 2 to Customer 80: 131.23
Facility 2 to Customer 81: 97.27
Facility 2 to Customer 82: 61.03
Facility 2 to Customer 83: 147.32
Facility 2 to Customer 84: 30.08
Facility 2 to Customer 85: 144.52
Facility 2 to Customer 86: 17.80
Facility 2 to Customer 87: 47.13
Facility 2 to Customer 88: 125.42
Facility 2 to Customer 89: 111.80
Facility 2 to Customer 90: 79.16
Facility 2 to Customer 91: 88.29
Facility 2 to Customer 92: 50.93
Facility 2 to Customer 93: 34.99
Facility 2 to Customer 94: 79.76
Facility 2 to Customer 95: 99.25
Facility 2 to Customer 96: 58.59
Facility 2 to Customer 97: 126.91
Facility 2 to Customer 98: 107.70
Facility 2 to Customer 99: 119.87
Facility 2 to Customer 100: 83.19
Facility 2 to Customer 101: 101.97
Facility 2 to Customer 102: 36.36
Facility 2 to Customer 103: 52.15
Facility 2 to Customer 104: 98.99
Facility 2 to Customer 105: 123.79
Facility 2 to Customer 106: 85.23
Facility 2 to Customer 107: 132.57
Facility 2 to Customer 108: 45.28
Facility 2 to Customer 109: 39.96
Facility 2 to Customer 110: 8.94
Facility 2 to Customer 111: 115.85
Facility 2 to Customer 112: 46.04
Facility 2 to Customer 113: 59.68
Facility 2 to Customer 114: 95.19
Facility 2 to Customer 115: 34.83
Facility 2 to Customer 116: 99.02
Facility 2 to Customer 117: 143.84
Facility 2 to Customer 118: 143.68
Facility 2 to Customer 119: 148.60
Facility 2 to Customer 120: 10.44
Facility 2 to Customer 121: 163.42
Facility 2 to Customer 122: 101.60
Facility 2 to Customer 123: 111.23
Facility 2 to Customer 124: 61.72
Facility 2 to Customer 125: 107.94
Facility 2 to Customer 126: 110.16
Facility 2 to Customer 127: 75.24
Facility 2 to Customer 128: 33.38
Facility 2 to Customer 129: 45.49
Facility 3 to Customer 0: 55.22
Facility 3 to Customer 1: 80.61
Facility 3 to Customer 2: 50.96
Facility 3 to Customer 3: 79.63
Facility 3 to Customer 4: 74.73
Facility 3 to Customer 5: 121.08
Facility 3 to Customer 6: 112.65
Facility 3 to Customer 7: 67.62
Facility 3 to Customer 8: 60.75
Facility 3 to Customer 9: 72.95
Facility 3 to Customer 10: 65.44
Facility 3 to Customer 11: 62.39
Facility 3 to Customer 12: 21.47
Facility 3 to Customer 13: 37.80
Facility 3 to Customer 14: 65.07
Facility 3 to Customer 15: 30.89
Facility 3 to Customer 16: 59.03
Facility 3 to Customer 17: 62.97
Facility 3 to Customer 18: 80.00
Facility 3 to Customer 19: 62.01
Facility 3 to Customer 20: 68.26
Facility 3 to Customer 21: 98.49
Facility 3 to Customer 22: 31.40
Facility 3 to Customer 23: 34.83
Facility 3 to Customer 24: 31.02
Facility 3 to Customer 25: 93.90
Facility 3 to Customer 26: 41.76
Facility 3 to Customer 27: 83.86
Facility 3 to Customer 28: 93.51
Facility 3 to Customer 29: 94.85
Facility 3 to Customer 30: 45.88
Facility 3 to Customer 31: 93.61
Facility 3 to Customer 32: 77.23
Facility 3 to Customer 33: 58.41
Facility 3 to Customer 34: 51.48
Facility 3 to Customer 35: 118.19
Facility 3 to Customer 36: 60.03
Facility 3 to Customer 37: 13.93
Facility 3 to Customer 38: 57.01
Facility 3 to Customer 39: 44.60
Facility 3 to Customer 40: 45.61
Facility 3 to Customer 41: 77.62
Facility 3 to Customer 42: 57.43
Facility 3 to Customer 43: 70.83
Facility 3 to Customer 44: 53.85
Facility 3 to Customer 45: 61.03
Facility 3 to Customer 46: 51.88
Facility 3 to Customer 47: 103.82
Facility 3 to Customer 48: 56.44
Facility 3 to Customer 49: 53.85
Facility 3 to Customer 50: 53.01
Facility 3 to Customer 51: 64.13
Facility 3 to Customer 52: 65.51
Facility 3 to Customer 53: 101.24
Facility 3 to Customer 54: 49.82
Facility 3 to Customer 55: 42.20
Facility 3 to Customer 56: 73.36
Facility 3 to Customer 57: 26.93
Facility 3 to Customer 58: 75.71
Facility 3 to Customer 59: 24.17
Facility 3 to Customer 60: 96.52
Facility 3 to Customer 61: 110.06
Facility 3 to Customer 62: 75.31
Facility 3 to Customer 63: 49.48
Facility 3 to Customer 64: 123.31
Facility 3 to Customer 65: 97.13
Facility 3 to Customer 66: 123.15
Facility 3 to Customer 67: 19.24
Facility 3 to Customer 68: 79.62
Facility 3 to Customer 69: 56.60
Facility 3 to Customer 70: 94.02
Facility 3 to Customer 71: 29.41
Facility 3 to Customer 72: 66.73
Facility 3 to Customer 73: 69.12
Facility 3 to Customer 74: 81.32
Facility 3 to Customer 75: 64.00
Facility 3 to Customer 76: 82.22
Facility 3 to Customer 77: 77.62
Facility 3 to Customer 78: 85.70
Facility 3 to Customer 79: 74.67
Facility 3 to Customer 80: 63.06
Facility 3 to Customer 81: 119.40
Facility 3 to Customer 82: 88.68
Facility 3 to Customer 83: 61.19
Facility 3 to Customer 84: 99.46
Facility 3 to Customer 85: 45.97
Facility 3 to Customer 86: 107.34
Facility 3 to Customer 87: 72.17
Facility 3 to Customer 88: 38.91
Facility 3 to Customer 89: 61.61
Facility 3 to Customer 90: 86.03
Facility 3 to Customer 91: 75.18
Facility 3 to Customer 92: 51.24
Facility 3 to Customer 93: 131.21
Facility 3 to Customer 94: 39.62
Facility 3 to Customer 95: 105.12
Facility 3 to Customer 96: 41.05
Facility 3 to Customer 97: 46.10
Facility 3 to Customer 98: 79.25
Facility 3 to Customer 99: 28.79
Facility 3 to Customer 100: 36.22
Facility 3 to Customer 101: 65.73
Facility 3 to Customer 102: 69.64
Facility 3 to Customer 103: 88.59
Facility 3 to Customer 104: 110.92
Facility 3 to Customer 105: 46.23
Facility 3 to Customer 106: 47.89
Facility 3 to Customer 107: 61.19
Facility 3 to Customer 108: 63.95
Facility 3 to Customer 109: 66.94
Facility 3 to Customer 110: 99.32
Facility 3 to Customer 111: 119.27
Facility 3 to Customer 112: 112.64
Facility 3 to Customer 113: 64.88
Facility 3 to Customer 114: 35.90
Facility 3 to Customer 115: 65.31
Facility 3 to Customer 116: 100.72
Facility 3 to Customer 117: 58.69
Facility 3 to Customer 118: 47.71
Facility 3 to Customer 119: 51.09
Facility 3 to Customer 120: 106.89
Facility 3 to Customer 121: 73.74
Facility 3 to Customer 122: 41.79
Facility 3 to Customer 123: 18.79
Facility 3 to Customer 124: 83.93
Facility 3 to Customer 125: 19.24
Facility 3 to Customer 126: 82.46
Facility 3 to Customer 127: 59.14
Facility 3 to Customer 128: 92.57
Facility 3 to Customer 129: 62.17
Facility 4 to Customer 0: 26.83
Facility 4 to Customer 1: 1.00
Facility 4 to Customer 2: 70.46
Facility 4 to Customer 3: 12.81
Facility 4 to Customer 4: 27.31
Facility 4 to Customer 5: 47.38
Facility 4 to Customer 6: 36.14
Facility 4 to Customer 7: 29.43
Facility 4 to Customer 8: 139.82
Facility 4 to Customer 9: 22.14
Facility 4 to Customer 10: 108.19
Facility 4 to Customer 11: 80.02
Facility 4 to Customer 12: 88.51
Facility 4 to Customer 13: 84.12
Facility 4 to Customer 14: 15.00
Facility 4 to Customer 15: 93.47
Facility 4 to Customer 16: 59.08
Facility 4 to Customer 17: 67.19
Facility 4 to Customer 18: 120.34
Facility 4 to Customer 19: 57.22
Facility 4 to Customer 20: 20.02
Facility 4 to Customer 21: 19.24
Facility 4 to Customer 22: 82.08
Facility 4 to Customer 23: 114.59
Facility 4 to Customer 24: 53.00
Facility 4 to Customer 25: 77.83
Facility 4 to Customer 26: 47.76
Facility 4 to Customer 27: 21.26
Facility 4 to Customer 28: 14.87
Facility 4 to Customer 29: 33.12
Facility 4 to Customer 30: 45.61
Facility 4 to Customer 31: 15.52
Facility 4 to Customer 32: 114.16
Facility 4 to Customer 33: 22.83
Facility 4 to Customer 34: 109.11
Facility 4 to Customer 35: 51.62
Facility 4 to Customer 36: 59.14
Facility 4 to Customer 37: 86.61
Facility 4 to Customer 38: 92.66
Facility 4 to Customer 39: 106.62
Facility 4 to Customer 40: 97.12
Facility 4 to Customer 41: 8.94
Facility 4 to Customer 42: 123.57
Facility 4 to Customer 43: 144.75
Facility 4 to Customer 44: 37.48
Facility 4 to Customer 45: 55.23
Facility 4 to Customer 46: 34.48
Facility 4 to Customer 47: 101.24
Facility 4 to Customer 48: 29.12
Facility 4 to Customer 49: 70.18
Facility 4 to Customer 50: 58.08
Facility 4 to Customer 51: 69.35
Facility 4 to Customer 52: 127.47
Facility 4 to Customer 53: 76.84
Facility 4 to Customer 54: 98.49
Facility 4 to Customer 55: 84.90
Facility 4 to Customer 56: 90.35
Facility 4 to Customer 57: 58.31
Facility 4 to Customer 58: 43.46
Facility 4 to Customer 59: 102.94
Facility 4 to Customer 60: 60.31
Facility 4 to Customer 61: 40.20
Facility 4 to Customer 62: 46.62
Facility 4 to Customer 63: 69.46
Facility 4 to Customer 64: 128.69
Facility 4 to Customer 65: 72.95
Facility 4 to Customer 66: 132.85
Facility 4 to Customer 67: 92.66
Facility 4 to Customer 68: 76.24
Facility 4 to Customer 69: 107.45
Facility 4 to Customer 70: 68.80
Facility 4 to Customer 71: 89.90
Facility 4 to Customer 72: 79.31
Facility 4 to Customer 73: 41.48
Facility 4 to Customer 74: 114.00
Facility 4 to Customer 75: 132.85
Facility 4 to Customer 76: 118.04
Facility 4 to Customer 77: 79.31
Facility 4 to Customer 78: 113.22
Facility 4 to Customer 79: 49.04
Facility 4 to Customer 80: 123.98
Facility 4 to Customer 81: 113.65
Facility 4 to Customer 82: 73.82
Facility 4 to Customer 83: 134.97
Facility 4 to Customer 84: 52.50
Facility 4 to Customer 85: 125.87
Facility 4 to Customer 86: 46.24
Facility 4 to Customer 87: 53.16
Facility 4 to Customer 88: 99.92
Facility 4 to Customer 89: 108.06
Facility 4 to Customer 90: 88.32
Facility 4 to Customer 91: 92.44
Facility 4 to Customer 92: 41.77
Facility 4 to Customer 93: 52.77
Facility 4 to Customer 94: 52.81
Facility 4 to Customer 95: 111.00
Facility 4 to Customer 96: 40.22
Facility 4 to Customer 97: 115.41
Facility 4 to Customer 98: 110.00
Facility 4 to Customer 99: 95.77
Facility 4 to Customer 100: 56.65
Facility 4 to Customer 101: 72.44
Facility 4 to Customer 102: 38.33
Facility 4 to Customer 103: 26.63
Facility 4 to Customer 104: 112.54
Facility 4 to Customer 105: 96.84
Facility 4 to Customer 106: 80.41
Facility 4 to Customer 107: 124.42
Facility 4 to Customer 108: 45.40
Facility 4 to Customer 109: 40.79
Facility 4 to Customer 110: 35.85
Facility 4 to Customer 111: 128.41
Facility 4 to Customer 112: 70.43
Facility 4 to Customer 113: 30.15
Facility 4 to Customer 114: 68.31
Facility 4 to Customer 115: 28.07
Facility 4 to Customer 116: 109.48
Facility 4 to Customer 117: 131.73
Facility 4 to Customer 118: 126.91
Facility 4 to Customer 119: 130.86
Facility 4 to Customer 120: 40.02
Facility 4 to Customer 121: 150.05
Facility 4 to Customer 122: 73.98
Facility 4 to Customer 123: 88.20
Facility 4 to Customer 124: 34.06
Facility 4 to Customer 125: 92.42
Facility 4 to Customer 126: 80.65
Facility 4 to Customer 127: 75.01
Facility 4 to Customer 128: 51.74
Facility 4 to Customer 129: 44.18
Facility 5 to Customer 0: 50.33
Facility 5 to Customer 1: 37.20
Facility 5 to Customer 2: 95.57
Facility 5 to Customer 3: 50.33
Facility 5 to Customer 4: 63.13
Facility 5 to Customer 5: 78.85
Facility 5 to Customer 6: 66.49
Facility 5 to Customer 7: 62.68
Facility 5 to Customer 8: 143.18
Facility 5 to Customer 9: 57.49
Facility 5 to Customer 10: 130.75
Facility 5 to Customer 11: 54.23
Facility 5 to Customer 12: 99.46
Facility 5 to Customer 13: 70.01
Facility 5 to Customer 14: 36.72
Facility 5 to Customer 15: 83.74
Facility 5 to Customer 16: 35.23
Facility 5 to Customer 17: 96.57
Facility 5 to Customer 18: 144.53
Facility 5 to Customer 19: 87.32
Facility 5 to Customer 20: 53.01
Facility 5 to Customer 21: 49.04
Facility 5 to Customer 22: 70.94
Facility 5 to Customer 23: 116.78
Facility 5 to Customer 24: 68.03
Facility 5 to Customer 25: 113.23
Facility 5 to Customer 26: 41.79
Facility 5 to Customer 27: 17.46
Facility 5 to Customer 28: 36.14
Facility 5 to Customer 29: 70.72
Facility 5 to Customer 30: 37.70
Facility 5 to Customer 31: 34.93
Facility 5 to Customer 32: 139.09
Facility 5 to Customer 33: 47.01
Facility 5 to Customer 34: 126.14
Facility 5 to Customer 35: 86.73
Facility 5 to Customer 36: 34.67
Facility 5 to Customer 37: 84.12
Facility 5 to Customer 38: 70.71
Facility 5 to Customer 39: 121.59
Facility 5 to Customer 40: 81.06
Facility 5 to Customer 41: 46.01
Facility 5 to Customer 42: 137.46
Facility 5 to Customer 43: 154.12
Facility 5 to Customer 44: 29.83
Facility 5 to Customer 45: 30.81
Facility 5 to Customer 46: 33.14
Facility 5 to Customer 47: 135.48
Facility 5 to Customer 48: 55.54
Facility 5 to Customer 49: 96.30
Facility 5 to Customer 50: 38.21
Facility 5 to Customer 51: 42.15
Facility 5 to Customer 52: 143.59
Facility 5 to Customer 53: 113.45
Facility 5 to Customer 54: 118.07
Facility 5 to Customer 55: 68.77
Facility 5 to Customer 56: 119.22
Facility 5 to Customer 57: 56.65
Facility 5 to Customer 58: 78.60
Facility 5 to Customer 59: 101.60
Facility 5 to Customer 60: 97.58
Facility 5 to Customer 61: 75.03
Facility 5 to Customer 62: 13.93
Facility 5 to Customer 63: 49.82
Facility 5 to Customer 64: 162.50
Facility 5 to Customer 65: 109.34
Facility 5 to Customer 66: 165.92
