Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
21, 55
6, 55
54, 28
6, 33
58, 29
0, 46
9, 26
55, 41
Customers coordinates (x, y):
9, 4
30, 50
16, 21
39, 44
25, 41
5, 54
21, 54
43, 54
34, 24
Distances between facilities and customers:
Facility 5 to Customer 4: 25.50
Facility 5 to Customer 5: 9.43
Facility 5 to Customer 6: 22.47
Facility 5 to Customer 7: 43.74
Facility 5 to Customer 8: 40.50
Facility 6 to Customer 0: 22.00
Facility 6 to Customer 1: 31.89
Facility 6 to Customer 2: 8.60
Facility 6 to Customer 3: 34.99
Facility 6 to Customer 4: 21.93
Facility 6 to Customer 5: 28.28
Facility 6 to Customer 6: 30.46
Facility 6 to Customer 7: 44.05
Facility 6 to Customer 8: 25.08
Facility 7 to Customer 0: 59.03
Facility 7 to Customer 1: 26.57
Facility 7 to Customer 2: 43.83
Facility 7 to Customer 3: 16.28
Facility 7 to Customer 4: 30.00
Facility 7 to Customer 5: 51.66
Facility 7 to Customer 6: 36.40
Facility 7 to Customer 7: 17.69
Facility 7 to Customer 8: 27.02
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 21
Facility 0 to Customer 1: 20
Facility 0 to Customer 2: 15
Facility 0 to Customer 3: 17
Facility 0 to Customer 4: 22
Facility 0 to Customer 5: 15
Facility 0 to Customer 6: 16
Facility 0 to Customer 7: 10
Facility 0 to Customer 8: 13
Facility 1 to Customer 0: 20
Facility 1 to Customer 1: 8
Facility 1 to Customer 2: 7
Facility 1 to Customer 3: 20
Facility 1 to Customer 4: 16
Facility 1 to Customer 5: 15
Facility 1 to Customer 6: 9
Facility 1 to Customer 7: 22
Facility 1 to Customer 8: 23
Facility 2 to Customer 0: 10
Facility 2 to Customer 1: 22
Facility 2 to Customer 2: 10
Facility 2 to Customer 3: 8
Facility 2 to Customer 4: 16
Facility 2 to Customer 5: 23
Facility 2 to Customer 6: 6
Facility 2 to Customer 7: 21
Facility 2 to Customer 8: 15
Facility 3 to Customer 0: 15
Facility 3 to Customer 1: 20
Facility 3 to Customer 2: 6
Facility 3 to Customer 3: 6
Facility 3 to Customer 4: 12
Facility 3 to Customer 5: 17
Facility 3 to Customer 6: 14
Facility 3 to Customer 7: 12
Facility 3 to Customer 8: 8
Facility 4 to Customer 0: 19
Facility 4 to Customer 1: 5
Facility 4 to Customer 2: 15
Facility 4 to Customer 3: 11
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 24
Facility 4 to Customer 6: 22
Facility 4 to Customer 7: 16
Facility 4 to Customer 8: 13
Facility 5 to Customer 0: 9
Facility 5 to Customer 1: 14
Facility 5 to Customer 2: 8
Facility 5 to Customer 3: 9
Facility 5 to Customer 4: 14
Facility 5 to Customer 5: 15
Facility 5 to Customer 6: 14
Facility 5 to Customer 7: 12
Facility 5 to Customer 8: 6
Facility 6 to Customer 0: 12
Facility 6 to Customer 1: 20
Facility 6 to Customer 2: 9
Facility 6 to Customer 3: 7
Facility 6 to Customer 4: 16
Facility 6 to Customer 5: 17
Facility 6 to Customer 6: 17
Facility 6 to Customer 7: 14
Facility 6 to Customer 8: 8
Facility 7 to Customer 0: 13
Facility 7 to Customer 1: 6
Facility 7 to Customer 2: 23
Facility 7 to Customer 3: 5
Facility 7 to Customer 4: 11
Facility 7 to Customer 5: 21
Facility 7 to Customer 6: 7
Facility 7 to Customer 7: 24
Facility 7 to Customer 8: 24
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 30
Facility 0 to Customer 1: 12
Facility 0 to Customer 2: 12
Facility 0 to Customer 3: 26
Facility 0 to Customer 4: 16
Facility 0 to Customer 5: 23
Facility 0 to Customer 6: 26
Facility 0 to Customer 7: 27
Facility 0 to Customer 8: 22
Facility 1 to Customer 0: 29
Facility 1 to Customer 1: 29
Facility 1 to Customer 2: 30
Facility 1 to Customer 3: 27
Facility 1 to Customer 4: 13
Facility 1 to Customer 5: 10
Facility 1 to Customer 6: 27
Facility 1 to Customer 7: 10
Facility 1 to Customer 8: 22
Facility 2 to Customer 0: 29
Facility 2 to Customer 1: 29
Facility 2 to Customer 2: 32
Facility 2 to Customer 3: 19
Facility 2 to Customer 4: 20
Facility 2 to Customer 5: 18
Facility 2 to Customer 6: 18
Facility 2 to Customer 7: 14
Facility 2 to Customer 8: 10
Facility 3 to Customer 0: 26
Facility 3 to Customer 1: 31
Facility 3 to Customer 2: 11
Facility 3 to Customer 3: 33
Facility 3 to Customer 4: 22
Facility 3 to Customer 5: 18
Facility 3 to Customer 6: 13
Facility 3 to Customer 7: 14
Facility 3 to Customer 8: 20
Facility 4 to Customer 0: 33
Facility 4 to Customer 1: 28
Facility 4 to Customer 2: 30
Facility 4 to Customer 3: 12
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 28
Facility 4 to Customer 6: 28
Facility 4 to Customer 7: 22
Facility 4 to Customer 8: 16
Facility 5 to Customer 0: 24
Facility 5 to Customer 1: 32
Facility 5 to Customer 2: 16
Facility 5 to Customer 3: 17
Facility 5 to Customer 4: 14
Facility 5 to Customer 5: 30
Facility 5 to Customer 6: 23
Facility 5 to Customer 7: 13
Facility 5 to Customer 8: 32
Facility 6 to Customer 0: 19
Facility 6 to Customer 1: 29
Facility 6 to Customer 2: 24
Facility 6 to Customer 3: 27
Facility 6 to Customer 4: 29
Facility 6 to Customer 5: 22
Facility 6 to Customer 6: 17
Facility 6 to Customer 7: 18
Facility 6 to Customer 8: 25
Facility 7 to Customer 0: 28
Facility 7 to Customer 1: 25
Facility 7 to Customer 2: 16
Facility 7 to Customer 3: 23
Facility 7 to Customer 4: 23
Facility 7 to Customer 5: 34
Facility 7 to Customer 6: 13
Facility 7 to Customer 7: 24
Facility 7 to Customer 8: 12
Facility capacities:
Facility 0: 9
Facility 1: 5
Facility 2: 7
Facility 3: 19
Facility 4: 12
Facility 5: 8
Facility 6: 6
Facility 7: 14
Small drone payload capacity: 15
Large drone payload capacity: 30
Small drone max range: 52
Large drone max range: 108
