Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
26, 36
43, 50
11, 10
11, 5
39, 55
24, 39
43, 15
31, 58
Customers coordinates (x, y):
37, 9
14, 29
40, 16
29, 16
42, 0
57, 51
29, 57
18, 43
34, 10
Distances between facilities and customers:
Facility 7 to Customer 5: 19
Facility 7 to Customer 6: 6
Facility 7 to Customer 7: 6
Facility 7 to Customer 8: 7
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 15
Facility 0 to Customer 1: 24
Facility 0 to Customer 2: 19
Facility 0 to Customer 3: 18
Facility 0 to Customer 4: 10
Facility 0 to Customer 5: 25
Facility 0 to Customer 6: 15
Facility 0 to Customer 7: 18
Facility 0 to Customer 8: 13
Facility 1 to Customer 0: 11
Facility 1 to Customer 1: 13
Facility 1 to Customer 2: 10
Facility 1 to Customer 3: 28
Facility 1 to Customer 4: 34
Facility 1 to Customer 5: 19
Facility 1 to Customer 6: 30
Facility 1 to Customer 7: 24
Facility 1 to Customer 8: 31
Facility 2 to Customer 0: 28
Facility 2 to Customer 1: 25
Facility 2 to Customer 2: 30
Facility 2 to Customer 3: 33
Facility 2 to Customer 4: 31
Facility 2 to Customer 5: 13
Facility 2 to Customer 6: 11
Facility 2 to Customer 7: 34
Facility 2 to Customer 8: 22
Facility 3 to Customer 0: 10
Facility 3 to Customer 1: 26
Facility 3 to Customer 2: 22
Facility 3 to Customer 3: 13
Facility 3 to Customer 4: 16
Facility 3 to Customer 5: 26
Facility 3 to Customer 6: 18
Facility 3 to Customer 7: 13
Facility 3 to Customer 8: 28
Facility 4 to Customer 0: 10
Facility 4 to Customer 1: 19
Facility 4 to Customer 2: 13
Facility 4 to Customer 3: 18
Facility 4 to Customer 4: 22
Facility 4 to Customer 5: 23
Facility 4 to Customer 6: 19
Facility 4 to Customer 7: 15
Facility 4 to Customer 8: 25
Facility 5 to Customer 0: 15
Facility 5 to Customer 1: 26
Facility 5 to Customer 2: 19
Facility 5 to Customer 3: 27
Facility 5 to Customer 4: 31
Facility 5 to Customer 5: 27
Facility 5 to Customer 6: 12
Facility 5 to Customer 7: 29
Facility 5 to Customer 8: 30
Facility 6 to Customer 0: 34
Facility 6 to Customer 1: 24
Facility 6 to Customer 2: 24
Facility 6 to Customer 3: 13
Facility 6 to Customer 4: 18
Facility 6 to Customer 5: 28
Facility 6 to Customer 6: 33
Facility 6 to Customer 7: 26
Facility 6 to Customer 8: 20
Facility 7 to Customer 0: 34
Facility 7 to Customer 1: 18
Facility 7 to Customer 2: 19
Facility 7 to Customer 3: 27
Facility 7 to Customer 4: 29
Facility 7 to Customer 5: 22
Facility 7 to Customer 6: 17
Facility 7 to Customer 7: 16
Facility 7 to Customer 8: 26
Facility capacities:
Facility 0: 19
Facility 1: 24
Facility 2: 19
Facility 3: 5
Facility 4: 18
Facility 5: 9
Facility 6: 15
Facility 7: 20
Small drone payload capacity: 7
Large drone payload capacity: 24
Small drone max range: 41
Large drone max range: 97
