Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
31, 35
48, 15
44, 30
41, 45
31, 28
1, 5
18, 14
Customers coordinates (x, y):
25, 44
15, 19
42, 37
23, 30
35, 33
22, 27
47, 35
21, 22
Distances between facilities and customers:
Facility 2 to Customer 4: 17
Facility 2 to Customer 5: 30
Facility 2 to Customer 6: 20
Facility 2 to Customer 7: 32
Facility 3 to Customer 0: 11
Facility 3 to Customer 1: 17
Facility 3 to Customer 2: 31
Facility 3 to Customer 3: 17
Facility 3 to Customer 4: 26
Facility 3 to Customer 5: 24
Facility 3 to Customer 6: 26
Facility 3 to Customer 7: 32
Facility 4 to Customer 0: 33
Facility 4 to Customer 1: 22
Facility 4 to Customer 2: 28
Facility 4 to Customer 3: 14
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 10
Facility 4 to Customer 6: 32
Facility 4 to Customer 7: 14
Facility 5 to Customer 0: 17
Facility 5 to Customer 1: 22
Facility 5 to Customer 2: 17
Facility 5 to Customer 3: 34
Facility 5 to Customer 4: 32
Facility 5 to Customer 5: 20
Facility 5 to Customer 6: 10
Facility 5 to Customer 7: 22
Facility 6 to Customer 0: 28
Facility 6 to Customer 1: 33
Facility 6 to Customer 2: 12
Facility 6 to Customer 3: 33
Facility 6 to Customer 4: 26
Facility 6 to Customer 5: 14
Facility 6 to Customer 6: 29
Facility 6 to Customer 7: 30
Facility capacities:
Facility 0: 12
Facility 1: 18
Facility 2: 8
Facility 3: 15
Facility 4: 19
Facility 5: 23
Facility 6: 11
Small drone payload capacity: 16
Large drone payload capacity: 24
Small drone max range: 38
Large drone max range: 79
