Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
17, 2
3, 35
18, 44
8, 40
48, 31
6, 0
36, 18
Customers coordinates (x, y):
30, 30
28, 21
11, 3
16, 30
7, 4
25, 31
4, 36
40, 43
Distances between facilities and customers:
Facility 4 to Customer 0: 29
Facility 4 to Customer 1: 19
Facility 4 to Customer 2: 27
Facility 4 to Customer 3: 12
Facility 4 to Customer 4: 22
Facility 4 to Customer 5: 20
Facility 4 to Customer 6: 26
Facility 4 to Customer 7: 31
Facility 5 to Customer 0: 22
Facility 5 to Customer 1: 15
Facility 5 to Customer 2: 26
Facility 5 to Customer 3: 22
Facility 5 to Customer 4: 28
Facility 5 to Customer 5: 30
Facility 5 to Customer 6: 28
Facility 5 to Customer 7: 19
Facility 6 to Customer 0: 12
Facility 6 to Customer 1: 23
Facility 6 to Customer 2: 28
Facility 6 to Customer 3: 14
Facility 6 to Customer 4: 14
Facility 6 to Customer 5: 29
Facility 6 to Customer 6: 26
Facility 6 to Customer 7: 30
Facility capacities:
Facility 0: 14
Facility 1: 9
Facility 2: 8
Facility 3: 10
Facility 4: 8
Facility 5: 11
Facility 6: 11
Small drone payload capacity: 5
Large drone payload capacity: 14
Small drone max range: 34
Large drone max range: 96
