Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
22, 21
35, 48
34, 24
29, 59
20, 55
12, 44
15, 36
24, 14
Customers coordinates (x, y):
54, 49
26, 2
20, 47
30, 45
58, 51
24, 24
42, 50
52, 41
9, 31
Distances between facilities and customers:
Facility 5 to Customer 7: 18
Facility 5 to Customer 8: 20
Facility 6 to Customer 0: 33
Facility 6 to Customer 1: 31
Facility 6 to Customer 2: 10
Facility 6 to Customer 3: 27
Facility 6 to Customer 4: 15
Facility 6 to Customer 5: 11
Facility 6 to Customer 6: 24
Facility 6 to Customer 7: 30
Facility 6 to Customer 8: 23
Facility 7 to Customer 0: 14
Facility 7 to Customer 1: 15
Facility 7 to Customer 2: 15
Facility 7 to Customer 3: 31
Facility 7 to Customer 4: 27
Facility 7 to Customer 5: 23
Facility 7 to Customer 6: 19
Facility 7 to Customer 7: 23
Facility 7 to Customer 8: 22
Facility capacities:
Facility 0: 7
Facility 1: 10
Facility 2: 12
Facility 3: 16
Facility 4: 17
Facility 5: 15
Facility 6: 16
Facility 7: 5
Small drone payload capacity: 6
Large drone payload capacity: 14
Small drone max range: 46
Large drone max range: 97
