Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
16, 14
7, 46
12, 20
7, 47
34, 48
44, 11
12, 13
Customers coordinates (x, y):
47, 30
17, 46
37, 48
33, 38
18, 6
12, 18
14, 23
11, 19
Distances between facilities and customers:
Facility 2 to Customer 1: 7
Facility 2 to Customer 2: 21
Facility 2 to Customer 3: 8
Facility 2 to Customer 4: 8
Facility 2 to Customer 5: 18
Facility 2 to Customer 6: 13
Facility 2 to Customer 7: 13
Facility 3 to Customer 0: 22
Facility 3 to Customer 1: 14
Facility 3 to Customer 2: 8
Facility 3 to Customer 3: 16
Facility 3 to Customer 4: 12
Facility 3 to Customer 5: 6
Facility 3 to Customer 6: 17
Facility 3 to Customer 7: 20
Facility 4 to Customer 0: 6
Facility 4 to Customer 1: 15
Facility 4 to Customer 2: 14
Facility 4 to Customer 3: 19
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 12
Facility 4 to Customer 6: 22
Facility 4 to Customer 7: 13
Facility 5 to Customer 0: 12
Facility 5 to Customer 1: 18
Facility 5 to Customer 2: 22
Facility 5 to Customer 3: 24
Facility 5 to Customer 4: 24
Facility 5 to Customer 5: 16
Facility 5 to Customer 6: 23
Facility 5 to Customer 7: 18
Facility 6 to Customer 0: 21
Facility 6 to Customer 1: 7
Facility 6 to Customer 2: 11
Facility 6 to Customer 3: 21
Facility 6 to Customer 4: 16
Facility 6 to Customer 5: 13
Facility 6 to Customer 6: 19
Facility 6 to Customer 7: 22
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 30
Facility 0 to Customer 1: 22
Facility 0 to Customer 2: 30
Facility 0 to Customer 3: 17
Facility 0 to Customer 4: 23
Facility 0 to Customer 5: 17
Facility 0 to Customer 6: 23
Facility 0 to Customer 7: 16
Facility 1 to Customer 0: 32
Facility 1 to Customer 1: 21
Facility 1 to Customer 2: 20
Facility 1 to Customer 3: 31
Facility 1 to Customer 4: 31
Facility 1 to Customer 5: 20
Facility 1 to Customer 6: 34
Facility 1 to Customer 7: 31
Facility 2 to Customer 0: 22
Facility 2 to Customer 1: 27
Facility 2 to Customer 2: 11
Facility 2 to Customer 3: 30
Facility 2 to Customer 4: 24
Facility 2 to Customer 5: 29
Facility 2 to Customer 6: 27
Facility 2 to Customer 7: 24
Facility 3 to Customer 0: 28
Facility 3 to Customer 1: 32
Facility 3 to Customer 2: 33
Facility 3 to Customer 3: 21
Facility 3 to Customer 4: 22
Facility 3 to Customer 5: 31
Facility 3 to Customer 6: 20
Facility 3 to Customer 7: 14
Facility 4 to Customer 0: 10
Facility 4 to Customer 1: 33
Facility 4 to Customer 2: 12
Facility 4 to Customer 3: 31
Facility 4 to Customer 4: 28
Facility 4 to Customer 5: 32
Facility 4 to Customer 6: 16
Facility 4 to Customer 7: 21
Facility 5 to Customer 0: 24
Facility 5 to Customer 1: 34
Facility 5 to Customer 2: 14
Facility 5 to Customer 3: 24
Facility 5 to Customer 4: 17
Facility 5 to Customer 5: 19
Facility 5 to Customer 6: 25
Facility 5 to Customer 7: 17
Facility 6 to Customer 0: 10
Facility 6 to Customer 1: 21
Facility 6 to Customer 2: 14
Facility 6 to Customer 3: 12
Facility 6 to Customer 4: 10
Facility 6 to Customer 5: 13
Facility 6 to Customer 6: 17
Facility 6 to Customer 7: 12
Facility capacities:
Facility 0: 14
Facility 1: 6
Facility 2: 15
Facility 3: 14
Facility 4: 18
Facility 5: 11
Facility 6: 6
Small drone payload capacity: 5
Large drone payload capacity: 32
Small drone max range: 47
Large drone max range: 68
