Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
31, 55
34, 2
39, 4
15, 40
43, 58
18, 14
47, 5
27, 6
Customers coordinates (x, y):
48, 40
45, 55
6, 28
10, 44
19, 57
1, 2
20, 50
3, 18
22, 23
Distances between facilities and customers:
Facility 7 to Customer 1: 52.20
Facility 7 to Customer 2: 30.41
Facility 7 to Customer 3: 41.63
Facility 7 to Customer 4: 51.62
Facility 7 to Customer 5: 26.31
Facility 7 to Customer 6: 44.55
Facility 7 to Customer 7: 26.83
Facility 7 to Customer 8: 17.72
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 8
Facility 0 to Customer 1: 7
Facility 0 to Customer 2: 6
Facility 0 to Customer 3: 21
Facility 0 to Customer 4: 24
Facility 0 to Customer 5: 17
Facility 0 to Customer 6: 9
Facility 0 to Customer 7: 13
Facility 0 to Customer 8: 10
Facility 1 to Customer 0: 9
Facility 1 to Customer 1: 14
Facility 1 to Customer 2: 12
Facility 1 to Customer 3: 11
Facility 1 to Customer 4: 11
Facility 1 to Customer 5: 10
Facility 1 to Customer 6: 24
Facility 1 to Customer 7: 7
Facility 1 to Customer 8: 23
Facility 2 to Customer 0: 19
Facility 2 to Customer 1: 8
Facility 2 to Customer 2: 16
Facility 2 to Customer 3: 10
Facility 2 to Customer 4: 23
Facility 2 to Customer 5: 8
Facility 2 to Customer 6: 19
Facility 2 to Customer 7: 13
Facility 2 to Customer 8: 9
Facility 3 to Customer 0: 17
Facility 3 to Customer 1: 22
Facility 3 to Customer 2: 9
Facility 3 to Customer 3: 20
Facility 3 to Customer 4: 23
Facility 3 to Customer 5: 18
Facility 3 to Customer 6: 20
Facility 3 to Customer 7: 19
Facility 3 to Customer 8: 8
Facility 4 to Customer 0: 11
Facility 4 to Customer 1: 20
Facility 4 to Customer 2: 12
Facility 4 to Customer 3: 21
Facility 4 to Customer 4: 20
Facility 4 to Customer 5: 14
Facility 4 to Customer 6: 14
Facility 4 to Customer 7: 6
Facility 4 to Customer 8: 13
Facility 5 to Customer 0: 21
Facility 5 to Customer 1: 15
Facility 5 to Customer 2: 14
Facility 5 to Customer 3: 21
Facility 5 to Customer 4: 8
Facility 5 to Customer 5: 20
Facility 5 to Customer 6: 24
Facility 5 to Customer 7: 19
Facility 5 to Customer 8: 9
Facility 6 to Customer 0: 10
Facility 6 to Customer 1: 21
Facility 6 to Customer 2: 5
Facility 6 to Customer 3: 23
Facility 6 to Customer 4: 8
Facility 6 to Customer 5: 21
Facility 6 to Customer 6: 13
Facility 6 to Customer 7: 6
Facility 6 to Customer 8: 12
Facility 7 to Customer 0: 19
Facility 7 to Customer 1: 11
Facility 7 to Customer 2: 10
Facility 7 to Customer 3: 5
Facility 7 to Customer 4: 19
Facility 7 to Customer 5: 11
Facility 7 to Customer 6: 21
Facility 7 to Customer 7: 6
Facility 7 to Customer 8: 13
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 18
Facility 0 to Customer 1: 22
Facility 0 to Customer 2: 15
Facility 0 to Customer 3: 15
Facility 0 to Customer 4: 29
Facility 0 to Customer 5: 29
Facility 0 to Customer 6: 30
Facility 0 to Customer 7: 12
Facility 0 to Customer 8: 26
Facility 1 to Customer 0: 26
Facility 1 to Customer 1: 21
Facility 1 to Customer 2: 25
Facility 1 to Customer 3: 24
Facility 1 to Customer 4: 22
Facility 1 to Customer 5: 32
Facility 1 to Customer 6: 10
Facility 1 to Customer 7: 26
Facility 1 to Customer 8: 12
Facility 2 to Customer 0: 24
Facility 2 to Customer 1: 13
Facility 2 to Customer 2: 13
Facility 2 to Customer 3: 27
Facility 2 to Customer 4: 26
Facility 2 to Customer 5: 28
Facility 2 to Customer 6: 20
Facility 2 to Customer 7: 29
Facility 2 to Customer 8: 12
Facility 3 to Customer 0: 17
Facility 3 to Customer 1: 23
Facility 3 to Customer 2: 10
Facility 3 to Customer 3: 23
Facility 3 to Customer 4: 11
Facility 3 to Customer 5: 32
Facility 3 to Customer 6: 13
Facility 3 to Customer 7: 33
Facility 3 to Customer 8: 28
Facility 4 to Customer 0: 15
Facility 4 to Customer 1: 34
Facility 4 to Customer 2: 10
Facility 4 to Customer 3: 26
Facility 4 to Customer 4: 17
Facility 4 to Customer 5: 28
Facility 4 to Customer 6: 30
Facility 4 to Customer 7: 10
Facility 4 to Customer 8: 14
Facility 5 to Customer 0: 25
Facility 5 to Customer 1: 15
Facility 5 to Customer 2: 17
Facility 5 to Customer 3: 22
Facility 5 to Customer 4: 25
Facility 5 to Customer 5: 12
Facility 5 to Customer 6: 28
Facility 5 to Customer 7: 21
Facility 5 to Customer 8: 25
Facility 6 to Customer 0: 20
Facility 6 to Customer 1: 19
Facility 6 to Customer 2: 34
Facility 6 to Customer 3: 29
Facility 6 to Customer 4: 13
Facility 6 to Customer 5: 21
Facility 6 to Customer 6: 32
Facility 6 to Customer 7: 11
Facility 6 to Customer 8: 33
Facility 7 to Customer 0: 31
Facility 7 to Customer 1: 28
Facility 7 to Customer 2: 34
Facility 7 to Customer 3: 14
Facility 7 to Customer 4: 17
Facility 7 to Customer 5: 16
Facility 7 to Customer 6: 23
Facility 7 to Customer 7: 33
Facility 7 to Customer 8: 32
Facility capacities:
Facility 0: 7
Facility 1: 22
Facility 2: 20
Facility 3: 23
Facility 4: 23
Facility 5: 22
Facility 6: 24
Facility 7: 20
Small drone payload capacity: 18
Large drone payload capacity: 14
Small drone max range: 37
Large drone max range: 93
