Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
42, 25
52, 48
35, 2
29, 5
20, 16
20, 7
49, 25
55, 32
Customers coordinates (x, y):
52, 0
42, 55
34, 29
26, 3
12, 33
23, 39
48, 31
40, 28
48, 3
Distances between facilities and customers:
Facility 0 to Customer 5: 28
Facility 0 to Customer 6: 19
Facility 0 to Customer 7: 27
Facility 0 to Customer 8: 12
Facility 1 to Customer 0: 20
Facility 1 to Customer 1: 24
Facility 1 to Customer 2: 20
Facility 1 to Customer 3: 26
Facility 1 to Customer 4: 26
Facility 1 to Customer 5: 15
Facility 1 to Customer 6: 14
Facility 1 to Customer 7: 17
Facility 1 to Customer 8: 11
Facility 2 to Customer 0: 25
Facility 2 to Customer 1: 29
Facility 2 to Customer 2: 33
Facility 2 to Customer 3: 21
Facility 2 to Customer 4: 15
Facility 2 to Customer 5: 10
Facility 2 to Customer 6: 13
Facility 2 to Customer 7: 26
Facility 2 to Customer 8: 22
Facility 3 to Customer 0: 27
Facility 3 to Customer 1: 14
Facility 3 to Customer 2: 33
Facility 3 to Customer 3: 33
Facility 3 to Customer 4: 12
Facility 3 to Customer 5: 20
Facility 3 to Customer 6: 22
Facility 3 to Customer 7: 13
Facility 3 to Customer 8: 23
Facility 4 to Customer 0: 31
Facility 4 to Customer 1: 20
Facility 4 to Customer 2: 19
Facility 4 to Customer 3: 28
Facility 4 to Customer 4: 27
Facility 4 to Customer 5: 15
Facility 4 to Customer 6: 24
Facility 4 to Customer 7: 30
Facility 4 to Customer 8: 19
Facility 5 to Customer 0: 14
Facility 5 to Customer 1: 14
Facility 5 to Customer 2: 19
Facility 5 to Customer 3: 14
Facility 5 to Customer 4: 12
Facility 5 to Customer 5: 32
Facility 5 to Customer 6: 15
Facility 5 to Customer 7: 13
Facility 5 to Customer 8: 27
Facility 6 to Customer 0: 18
Facility 6 to Customer 1: 26
Facility 6 to Customer 2: 22
Facility 6 to Customer 3: 24
Facility 6 to Customer 4: 29
Facility 6 to Customer 5: 26
Facility 6 to Customer 6: 22
Facility 6 to Customer 7: 25
Facility 6 to Customer 8: 31
Facility 7 to Customer 0: 13
Facility 7 to Customer 1: 14
Facility 7 to Customer 2: 14
Facility 7 to Customer 3: 18
Facility 7 to Customer 4: 26
Facility 7 to Customer 5: 22
Facility 7 to Customer 6: 11
Facility 7 to Customer 7: 22
Facility 7 to Customer 8: 31
Facility capacities:
Facility 0: 23
Facility 1: 7
Facility 2: 14
Facility 3: 6
Facility 4: 17
Facility 5: 23
Facility 6: 21
Facility 7: 18
Small drone payload capacity: 11
Large drone payload capacity: 18
Small drone max range: 47
Large drone max range: 68
