Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
37, 1
48, 43
17, 36
2, 48
48, 11
30, 33
41, 28
Customers coordinates (x, y):
17, 11
37, 27
40, 31
5, 30
22, 26
21, 20
42, 6
10, 21
Distances between facilities and customers:
Facility 3 to Customer 1: 16
Facility 3 to Customer 2: 22
Facility 3 to Customer 3: 20
Facility 3 to Customer 4: 23
Facility 3 to Customer 5: 28
Facility 3 to Customer 6: 20
Facility 3 to Customer 7: 22
Facility 4 to Customer 0: 23
Facility 4 to Customer 1: 22
Facility 4 to Customer 2: 10
Facility 4 to Customer 3: 17
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 28
Facility 4 to Customer 6: 21
Facility 4 to Customer 7: 17
Facility 5 to Customer 0: 17
Facility 5 to Customer 1: 30
Facility 5 to Customer 2: 22
Facility 5 to Customer 3: 21
Facility 5 to Customer 4: 25
Facility 5 to Customer 5: 10
Facility 5 to Customer 6: 22
Facility 5 to Customer 7: 16
Facility 6 to Customer 0: 14
Facility 6 to Customer 1: 17
Facility 6 to Customer 2: 34
Facility 6 to Customer 3: 23
Facility 6 to Customer 4: 32
Facility 6 to Customer 5: 22
Facility 6 to Customer 6: 24
Facility 6 to Customer 7: 32
Facility capacities:
Facility 0: 21
Facility 1: 19
Facility 2: 22
Facility 3: 22
Facility 4: 6
Facility 5: 8
Facility 6: 5
Small drone payload capacity: 11
Large drone payload capacity: 32
Small drone max range: 45
Large drone max range: 78
