Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
38, 38
47, 45
7, 49
10, 19
6, 37
1, 19
36, 43
Customers coordinates (x, y):
24, 25
45, 12
4, 37
44, 40
15, 6
44, 49
19, 43
38, 7
Distances between facilities and customers:
Facility 5 to Customer 1: 26
Facility 5 to Customer 2: 22
Facility 5 to Customer 3: 13
Facility 5 to Customer 4: 34
Facility 5 to Customer 5: 20
Facility 5 to Customer 6: 16
Facility 5 to Customer 7: 21
Facility 6 to Customer 0: 19
Facility 6 to Customer 1: 16
Facility 6 to Customer 2: 22
Facility 6 to Customer 3: 16
Facility 6 to Customer 4: 33
Facility 6 to Customer 5: 26
Facility 6 to Customer 6: 19
Facility 6 to Customer 7: 19
Facility capacities:
Facility 0: 8
Facility 1: 8
Facility 2: 11
Facility 3: 5
Facility 4: 16
Facility 5: 17
Facility 6: 14
Small drone payload capacity: 17
Large drone payload capacity: 28
Small drone max range: 31
Large drone max range: 82
