Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
15, 29
35, 9
24, 12
58, 38
32, 47
56, 8
55, 4
17, 49
Customers coordinates (x, y):
50, 54
26, 21
59, 50
32, 17
52, 0
18, 46
19, 53
37, 37
42, 31
Distances between facilities and customers:
Facility 0 to Customer 8: 19
Facility 1 to Customer 0: 6
Facility 1 to Customer 1: 11
Facility 1 to Customer 2: 7
Facility 1 to Customer 3: 12
Facility 1 to Customer 4: 18
Facility 1 to Customer 5: 11
Facility 1 to Customer 6: 11
Facility 1 to Customer 7: 5
Facility 1 to Customer 8: 21
Facility 2 to Customer 0: 13
Facility 2 to Customer 1: 17
Facility 2 to Customer 2: 23
Facility 2 to Customer 3: 23
Facility 2 to Customer 4: 21
Facility 2 to Customer 5: 14
Facility 2 to Customer 6: 14
Facility 2 to Customer 7: 8
Facility 2 to Customer 8: 12
Facility 3 to Customer 0: 24
Facility 3 to Customer 1: 24
Facility 3 to Customer 2: 22
Facility 3 to Customer 3: 18
Facility 3 to Customer 4: 22
Facility 3 to Customer 5: 18
Facility 3 to Customer 6: 24
Facility 3 to Customer 7: 19
Facility 3 to Customer 8: 8
Facility 4 to Customer 0: 17
Facility 4 to Customer 1: 12
Facility 4 to Customer 2: 22
Facility 4 to Customer 3: 16
Facility 4 to Customer 4: 18
Facility 4 to Customer 5: 6
Facility 4 to Customer 6: 22
Facility 4 to Customer 7: 6
Facility 4 to Customer 8: 15
Facility 5 to Customer 0: 13
Facility 5 to Customer 1: 16
Facility 5 to Customer 2: 21
Facility 5 to Customer 3: 19
Facility 5 to Customer 4: 21
Facility 5 to Customer 5: 22
Facility 5 to Customer 6: 10
Facility 5 to Customer 7: 21
Facility 5 to Customer 8: 22
Facility 6 to Customer 0: 12
Facility 6 to Customer 1: 13
Facility 6 to Customer 2: 10
Facility 6 to Customer 3: 9
Facility 6 to Customer 4: 16
Facility 6 to Customer 5: 15
Facility 6 to Customer 6: 5
Facility 6 to Customer 7: 15
Facility 6 to Customer 8: 23
Facility 7 to Customer 0: 13
Facility 7 to Customer 1: 6
Facility 7 to Customer 2: 16
Facility 7 to Customer 3: 8
Facility 7 to Customer 4: 8
Facility 7 to Customer 5: 22
Facility 7 to Customer 6: 19
Facility 7 to Customer 7: 23
Facility 7 to Customer 8: 17
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 28
Facility 0 to Customer 1: 26
Facility 0 to Customer 2: 15
Facility 0 to Customer 3: 25
Facility 0 to Customer 4: 33
Facility 0 to Customer 5: 21
Facility 0 to Customer 6: 28
Facility 0 to Customer 7: 14
Facility 0 to Customer 8: 26
Facility 1 to Customer 0: 32
Facility 1 to Customer 1: 10
Facility 1 to Customer 2: 34
Facility 1 to Customer 3: 33
Facility 1 to Customer 4: 32
Facility 1 to Customer 5: 19
Facility 1 to Customer 6: 24
Facility 1 to Customer 7: 32
Facility 1 to Customer 8: 30
Facility 2 to Customer 0: 30
Facility 2 to Customer 1: 20
Facility 2 to Customer 2: 22
Facility 2 to Customer 3: 14
Facility 2 to Customer 4: 10
Facility 2 to Customer 5: 33
Facility 2 to Customer 6: 21
Facility 2 to Customer 7: 20
Facility 2 to Customer 8: 26
Facility 3 to Customer 0: 13
Facility 3 to Customer 1: 24
Facility 3 to Customer 2: 34
Facility 3 to Customer 3: 18
Facility 3 to Customer 4: 30
Facility 3 to Customer 5: 29
Facility 3 to Customer 6: 28
Facility 3 to Customer 7: 28
Facility 3 to Customer 8: 21
Facility 4 to Customer 0: 14
Facility 4 to Customer 1: 19
Facility 4 to Customer 2: 26
Facility 4 to Customer 3: 14
Facility 4 to Customer 4: 31
Facility 4 to Customer 5: 25
Facility 4 to Customer 6: 16
Facility 4 to Customer 7: 18
Facility 4 to Customer 8: 12
Facility 5 to Customer 0: 24
Facility 5 to Customer 1: 25
Facility 5 to Customer 2: 27
Facility 5 to Customer 3: 23
Facility 5 to Customer 4: 12
Facility 5 to Customer 5: 21
Facility 5 to Customer 6: 18
Facility 5 to Customer 7: 16
Facility 5 to Customer 8: 18
Facility 6 to Customer 0: 22
Facility 6 to Customer 1: 27
Facility 6 to Customer 2: 14
Facility 6 to Customer 3: 22
Facility 6 to Customer 4: 13
Facility 6 to Customer 5: 11
Facility 6 to Customer 6: 25
Facility 6 to Customer 7: 18
Facility 6 to Customer 8: 18
Facility 7 to Customer 0: 15
Facility 7 to Customer 1: 20
Facility 7 to Customer 2: 31
Facility 7 to Customer 3: 33
Facility 7 to Customer 4: 31
Facility 7 to Customer 5: 10
Facility 7 to Customer 6: 13
Facility 7 to Customer 7: 22
Facility 7 to Customer 8: 32
Facility capacities:
Facility 0: 17
Facility 1: 17
Facility 2: 6
Facility 3: 13
Facility 4: 12
Facility 5: 11
Facility 6: 8
Facility 7: 22
Small drone payload capacity: 9
Large drone payload capacity: 24
Small drone max range: 47
Large drone max range: 90
