Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
59, 18
28, 56
44, 31
7, 1
40, 38
51, 15
45, 10
19, 35
Customers coordinates (x, y):
0, 35
26, 5
14, 53
58, 7
29, 7
41, 53
9, 31
59, 45
18, 32
Distances between facilities and customers:
Facility 5 to Customer 6: 17
Facility 5 to Customer 7: 14
Facility 5 to Customer 8: 18
Facility 6 to Customer 0: 10
Facility 6 to Customer 1: 13
Facility 6 to Customer 2: 12
Facility 6 to Customer 3: 11
Facility 6 to Customer 4: 17
Facility 6 to Customer 5: 32
Facility 6 to Customer 6: 18
Facility 6 to Customer 7: 11
Facility 6 to Customer 8: 23
Facility 7 to Customer 0: 23
Facility 7 to Customer 1: 13
Facility 7 to Customer 2: 15
Facility 7 to Customer 3: 20
Facility 7 to Customer 4: 12
Facility 7 to Customer 5: 17
Facility 7 to Customer 6: 12
Facility 7 to Customer 7: 23
Facility 7 to Customer 8: 22
Facility capacities:
Facility 0: 17
Facility 1: 6
Facility 2: 17
Facility 3: 23
Facility 4: 10
Facility 5: 20
Facility 6: 6
Facility 7: 12
Small drone payload capacity: 13
Large drone payload capacity: 23
Small drone max range: 45
Large drone max range: 90
