Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
51, 14
38, 51
22, 14
40, 12
39, 16
43, 48
46, 49
42, 43
Customers coordinates (x, y):
53, 8
40, 6
57, 40
41, 2
19, 50
28, 2
37, 23
46, 8
5, 58
Distances between facilities and customers:
Facility 5 to Customer 1: 17
Facility 5 to Customer 2: 18
Facility 5 to Customer 3: 14
Facility 5 to Customer 4: 25
Facility 5 to Customer 5: 22
Facility 5 to Customer 6: 16
Facility 5 to Customer 7: 29
Facility 5 to Customer 8: 26
Facility 6 to Customer 0: 12
Facility 6 to Customer 1: 14
Facility 6 to Customer 2: 28
Facility 6 to Customer 3: 21
Facility 6 to Customer 4: 16
Facility 6 to Customer 5: 18
Facility 6 to Customer 6: 15
Facility 6 to Customer 7: 26
Facility 6 to Customer 8: 25
Facility 7 to Customer 0: 32
Facility 7 to Customer 1: 12
Facility 7 to Customer 2: 30
Facility 7 to Customer 3: 13
Facility 7 to Customer 4: 19
Facility 7 to Customer 5: 14
Facility 7 to Customer 6: 30
Facility 7 to Customer 7: 31
Facility 7 to Customer 8: 19
Facility capacities:
Facility 0: 16
Facility 1: 14
Facility 2: 17
Facility 3: 15
Facility 4: 20
Facility 5: 12
Facility 6: 12
Facility 7: 12
Small drone payload capacity: 14
Large drone payload capacity: 20
Small drone max range: 53
Large drone max range: 86
