Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
11, 12
8, 50
34, 56
23, 33
32, 58
17, 53
10, 16
58, 52
Customers coordinates (x, y):
30, 51
18, 47
55, 21
51, 7
29, 4
9, 48
14, 55
43, 46
43, 25
Distances between facilities and customers:
Facility 0 to Customer 5: 15
Facility 0 to Customer 6: 19
Facility 0 to Customer 7: 20
Facility 0 to Customer 8: 21
Facility 1 to Customer 0: 6
Facility 1 to Customer 1: 22
Facility 1 to Customer 2: 16
Facility 1 to Customer 3: 23
Facility 1 to Customer 4: 22
Facility 1 to Customer 5: 21
Facility 1 to Customer 6: 10
Facility 1 to Customer 7: 19
Facility 1 to Customer 8: 7
Facility 2 to Customer 0: 10
Facility 2 to Customer 1: 7
Facility 2 to Customer 2: 5
Facility 2 to Customer 3: 17
Facility 2 to Customer 4: 18
Facility 2 to Customer 5: 17
Facility 2 to Customer 6: 8
Facility 2 to Customer 7: 11
Facility 2 to Customer 8: 14
Facility 3 to Customer 0: 11
Facility 3 to Customer 1: 19
Facility 3 to Customer 2: 19
Facility 3 to Customer 3: 8
Facility 3 to Customer 4: 10
Facility 3 to Customer 5: 24
Facility 3 to Customer 6: 9
Facility 3 to Customer 7: 24
Facility 3 to Customer 8: 16
Facility 4 to Customer 0: 5
Facility 4 to Customer 1: 12
Facility 4 to Customer 2: 5
Facility 4 to Customer 3: 9
Facility 4 to Customer 4: 10
Facility 4 to Customer 5: 7
Facility 4 to Customer 6: 19
Facility 4 to Customer 7: 9
Facility 4 to Customer 8: 18
Facility 5 to Customer 0: 22
Facility 5 to Customer 1: 20
Facility 5 to Customer 2: 10
Facility 5 to Customer 3: 18
Facility 5 to Customer 4: 12
Facility 5 to Customer 5: 11
Facility 5 to Customer 6: 12
Facility 5 to Customer 7: 17
Facility 5 to Customer 8: 10
Facility 6 to Customer 0: 22
Facility 6 to Customer 1: 6
Facility 6 to Customer 2: 12
Facility 6 to Customer 3: 15
Facility 6 to Customer 4: 5
Facility 6 to Customer 5: 10
Facility 6 to Customer 6: 20
Facility 6 to Customer 7: 24
Facility 6 to Customer 8: 16
Facility 7 to Customer 0: 15
Facility 7 to Customer 1: 14
Facility 7 to Customer 2: 7
Facility 7 to Customer 3: 17
Facility 7 to Customer 4: 7
Facility 7 to Customer 5: 19
Facility 7 to Customer 6: 20
Facility 7 to Customer 7: 17
Facility 7 to Customer 8: 21
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 12
Facility 0 to Customer 1: 29
Facility 0 to Customer 2: 20
Facility 0 to Customer 3: 30
Facility 0 to Customer 4: 28
Facility 0 to Customer 5: 31
Facility 0 to Customer 6: 20
Facility 0 to Customer 7: 25
Facility 0 to Customer 8: 30
Facility 1 to Customer 0: 12
Facility 1 to Customer 1: 31
Facility 1 to Customer 2: 15
Facility 1 to Customer 3: 23
Facility 1 to Customer 4: 33
Facility 1 to Customer 5: 27
Facility 1 to Customer 6: 26
Facility 1 to Customer 7: 13
Facility 1 to Customer 8: 32
Facility 2 to Customer 0: 24
Facility 2 to Customer 1: 20
Facility 2 to Customer 2: 12
Facility 2 to Customer 3: 12
Facility 2 to Customer 4: 25
Facility 2 to Customer 5: 14
Facility 2 to Customer 6: 30
Facility 2 to Customer 7: 19
Facility 2 to Customer 8: 28
Facility 3 to Customer 0: 34
Facility 3 to Customer 1: 13
Facility 3 to Customer 2: 28
Facility 3 to Customer 3: 20
Facility 3 to Customer 4: 11
Facility 3 to Customer 5: 19
Facility 3 to Customer 6: 20
Facility 3 to Customer 7: 34
Facility 3 to Customer 8: 29
Facility 4 to Customer 0: 25
Facility 4 to Customer 1: 28
Facility 4 to Customer 2: 32
Facility 4 to Customer 3: 33
Facility 4 to Customer 4: 20
Facility 4 to Customer 5: 23
Facility 4 to Customer 6: 11
Facility 4 to Customer 7: 32
Facility 4 to Customer 8: 14
Facility 5 to Customer 0: 14
Facility 5 to Customer 1: 28
Facility 5 to Customer 2: 30
Facility 5 to Customer 3: 21
Facility 5 to Customer 4: 27
Facility 5 to Customer 5: 13
Facility 5 to Customer 6: 31
Facility 5 to Customer 7: 26
Facility 5 to Customer 8: 19
Facility 6 to Customer 0: 29
Facility 6 to Customer 1: 15
Facility 6 to Customer 2: 34
Facility 6 to Customer 3: 23
Facility 6 to Customer 4: 20
Facility 6 to Customer 5: 20
Facility 6 to Customer 6: 27
Facility 6 to Customer 7: 32
Facility 6 to Customer 8: 31
Facility 7 to Customer 0: 27
Facility 7 to Customer 1: 33
Facility 7 to Customer 2: 32
Facility 7 to Customer 3: 20
Facility 7 to Customer 4: 30
Facility 7 to Customer 5: 21
Facility 7 to Customer 6: 14
Facility 7 to Customer 7: 32
Facility 7 to Customer 8: 18
Facility capacities:
Facility 0: 13
Facility 1: 14
Facility 2: 23
Facility 3: 5
Facility 4: 11
Facility 5: 8
Facility 6: 5
Facility 7: 19
Small drone payload capacity: 16
Large drone payload capacity: 12
Small drone max range: 55
Large drone max range: 85
