Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
9, 4
3, 10
19, 38
47, 36
18, 28
7, 29
44, 19
Customers coordinates (x, y):
44, 25
17, 32
34, 31
28, 5
38, 2
27, 47
20, 38
16, 1
Distances between facilities and customers:
Facility 5 to Customer 4: 23
Facility 5 to Customer 5: 18
Facility 5 to Customer 6: 24
Facility 5 to Customer 7: 21
Facility 6 to Customer 0: 12
Facility 6 to Customer 1: 18
Facility 6 to Customer 2: 10
Facility 6 to Customer 3: 20
Facility 6 to Customer 4: 23
Facility 6 to Customer 5: 18
Facility 6 to Customer 6: 23
Facility 6 to Customer 7: 7
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 19
Facility 0 to Customer 1: 28
Facility 0 to Customer 2: 18
Facility 0 to Customer 3: 29
Facility 0 to Customer 4: 22
Facility 0 to Customer 5: 16
Facility 0 to Customer 6: 23
Facility 0 to Customer 7: 18
Facility 1 to Customer 0: 32
Facility 1 to Customer 1: 34
Facility 1 to Customer 2: 28
Facility 1 to Customer 3: 24
Facility 1 to Customer 4: 29
Facility 1 to Customer 5: 23
Facility 1 to Customer 6: 33
Facility 1 to Customer 7: 15
Facility 2 to Customer 0: 30
Facility 2 to Customer 1: 13
Facility 2 to Customer 2: 17
Facility 2 to Customer 3: 26
Facility 2 to Customer 4: 18
Facility 2 to Customer 5: 10
Facility 2 to Customer 6: 33
Facility 2 to Customer 7: 29
Facility 3 to Customer 0: 34
Facility 3 to Customer 1: 23
Facility 3 to Customer 2: 20
Facility 3 to Customer 3: 30
Facility 3 to Customer 4: 12
Facility 3 to Customer 5: 18
Facility 3 to Customer 6: 23
Facility 3 to Customer 7: 18
Facility 4 to Customer 0: 13
Facility 4 to Customer 1: 13
Facility 4 to Customer 2: 17
Facility 4 to Customer 3: 11
Facility 4 to Customer 4: 18
Facility 4 to Customer 5: 23
Facility 4 to Customer 6: 31
Facility 4 to Customer 7: 18
Facility 5 to Customer 0: 33
Facility 5 to Customer 1: 32
Facility 5 to Customer 2: 25
Facility 5 to Customer 3: 26
Facility 5 to Customer 4: 25
Facility 5 to Customer 5: 21
Facility 5 to Customer 6: 12
Facility 5 to Customer 7: 20
Facility 6 to Customer 0: 23
Facility 6 to Customer 1: 27
Facility 6 to Customer 2: 30
Facility 6 to Customer 3: 30
Facility 6 to Customer 4: 14
Facility 6 to Customer 5: 25
Facility 6 to Customer 6: 29
Facility 6 to Customer 7: 14
Facility capacities:
Facility 0: 7
Facility 1: 16
Facility 2: 5
Facility 3: 13
Facility 4: 13
Facility 5: 8
Facility 6: 7
Small drone payload capacity: 6
Large drone payload capacity: 17
Small drone max range: 51
Large drone max range: 96
